EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,holidays
884,30,No,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1,13,1,6,2,6,1,1,2,2,2,3,3,16
885,45,No,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1,12,0,10,2,10,1,4,3,1,3,3,3,3
886,45,No,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1,14,1,10,3,10,4,5,1,1,3,2,3,16
887,31,No,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7,21,1,10,5,5,0,3,4,1,3,3,4,16
888,36,No,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9,17,1,7,3,3,1,1,3,3,3,3,3,4
889,34,No,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1,11,1,9,3,9,7,2,3,4,3,2,3,10
890,49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1,14,1,10,2,9,1,4,3,1,2,3,3,10
891,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2,17,1,10,2,7,7,7,2,1,3,3,3,19
892,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1,13,0,7,4,7,0,7,4,1,3,3,3,6
893,35,No,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1,25,0,16,1,16,1,10,2,1,3,2,4,14
894,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0,15,2,6,2,5,0,0,2,1,2,3,3,9
895,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Laboratory Technician,Single,170990,1,14,1,3,2,2,2,2,3,4,3,3,3,14
896,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,Male,1,Research Director,Single,24790,1,12,1,0,2,0,0,0,2,4,4,2,3,6
897,47,No,Travel_Rarely,Research & Development,25,4,Medical,Male,2,Research Scientist,Married,148520,3,19,3,27,3,5,1,0,4,3,3,2,3,7
898,39,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Divorced,72640,0,17,0,11,5,10,0,7,3,3,3,3,3,23
899,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,Male,1,Laboratory Technician,Married,56660,1,14,1,18,2,18,14,12,1,3,3,3,3,19
900,35,No,Non-Travel,Research & Development,29,3,Medical,Female,2,Sales Executive,Married,78230,1,13,1,15,3,14,2,9,3,3,3,3,3,19
901,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,Male,1,Laboratory Technician,Married,78800,3,12,1,9,2,4,0,2,3,3,2,4,3,10
902,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,Female,2,Manager,Single,131940,0,11,0,10,2,9,3,8,1,3,1,3,3,17
903,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,Female,2,Laboratory Technician,Divorced,50670,1,11,2,10,3,10,3,9,4,4,3,2,3,7
904,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,Sales Executive,Married,50790,3,11,0,10,3,5,0,2,4,3,4,3,3,16
905,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Healthcare Representative,Married,23210,9,12,1,15,0,13,6,0,4,1,3,3,3,9
906,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Healthcare Representative,Married,174440,1,14,0,8,4,8,7,7,2,2,1,3,3,18
907,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,2,Healthcare Representative,Single,24040,6,17,0,18,2,4,3,3,3,4,2,2,3,9
908,44,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Laboratory Technician,Married,34520,4,11,1,14,2,10,0,2,1,4,3,2,3,17
909,48,No,Travel_Frequently,Sales,10,4,Marketing,Female,3,Manager,Married,22700,2,14,3,23,2,2,2,2,3,4,3,3,3,21
910,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,2,Manager,Divorced,173990,6,12,0,7,3,2,2,2,NA,4,2,1,3,13
911,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,54880,1,22,1,6,6,6,1,3,1,4,3,3,4,10
912,27,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,3,Sales Executive,Married,194190,7,14,1,5,2,3,0,2,2,3,3,1,3,19
913,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Research Scientist,Single,28110,2,20,0,6,3,4,1,2,4,4,2,3,4,6
914,40,Yes,Travel_Rarely,Sales,16,4,Marketing,Male,1,Research Director,Single,36330,3,16,2,10,0,4,0,3,1,1,1,3,3,5
915,29,No,Travel_Rarely,Research & Development,20,1,Medical,Female,2,Manager,Single,41630,9,15,1,8,4,5,1,4,3,3,3,2,3,14
916,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,3,Sales Executive,Married,21320,4,20,0,9,1,3,0,2,2,1,3,2,4,16
917,25,No,Travel_Frequently,Sales,5,1,Marketing,Male,4,Manufacturing Director,Divorced,139730,1,14,0,7,3,7,0,7,4,3,3,2,3,16
918,39,No,Travel_Rarely,Sales,10,3,Marketing,Female,2,Research Director,Married,26840,4,12,0,7,2,5,1,0,4,2,3,3,3,16
919,49,No,Travel_Rarely,Sales,4,2,Life Sciences,Male,2,Research Director,Married,108450,3,24,0,27,4,4,1,2,1,2,3,2,4,10
920,50,No,Travel_Rarely,Research & Development,2,2,Medical,Male,3,Sales Executive,Divorced,43770,5,12,1,19,2,14,1,11,4,1,3,2,3,9
921,20,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Sales Executive,Single,37430,1,13,1,2,2,2,2,2,3,3,3,3,3,16
922,34,No,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Laboratory Technician,Divorced,41480,1,11,0,11,3,11,7,9,4,2,3,3,3,16
923,36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Single,10510,2,14,0,15,2,4,1,3,1,2,3,3,3,21
924,49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,Female,2,Research Scientist,Married,107390,2,11,3,30,3,15,2,12,3,3,3,3,3,7
925,36,No,Non-Travel,Research & Development,8,4,Life Sciences,Male,4,Laboratory Technician,Married,103880,0,14,0,4,2,3,1,2,4,3,3,3,3,8
926,36,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Healthcare Representative,Divorced,114160,6,16,0,13,2,5,0,4,4,1,3,3,3,11
927,54,No,Travel_Rarely,Sales,24,3,Marketing,Male,1,Laboratory Technician,Married,26000,3,14,0,36,5,10,4,7,2,3,3,3,3,19
928,43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Research Scientist,Married,24220,1,11,1,14,2,14,6,11,3,3,3,3,3,7
929,35,Yes,Travel_Frequently,Research & Development,17,4,Medical,Male,1,Research Director,Single,54720,3,11,1,13,3,11,6,7,4,4,4,2,3,19
930,38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,Male,2,Research Scientist,Married,24510,7,12,1,19,3,13,2,9,4,4,4,3,3,7
931,29,No,Travel_Rarely,Research & Development,1,2,Medical,Male,2,Sales Representative,Divorced,42400,1,14,0,10,2,10,0,9,1,2,2,2,3,6
932,33,No,Travel_Rarely,Research & Development,7,3,Medical,Male,5,Sales Executive,Divorced,109990,1,18,3,6,3,6,0,4,4,4,3,2,3,22
933,32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,5,Research Scientist,Divorced,50030,NA,13,0,10,5,9,1,6,4,2,2,3,3,21
934,31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,Female,2,Sales Executive,Married,127420,1,11,0,10,4,10,0,2,1,4,3,2,3,7
935,49,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,42270,4,18,0,17,3,2,2,2,4,1,2,2,3,14
936,38,No,Travel_Frequently,Sales,29,2,Medical,Female,1,Sales Executive,Single,39170,1,15,3,4,2,4,3,3,4,2,3,3,3,8
937,47,No,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Laboratory Technician,Divorced,183030,6,22,1,29,2,3,1,2,2,2,3,2,4,15
938,49,No,Travel_Rarely,Research & Development,21,3,Medical,Male,2,Manufacturing Director,Single,23800,4,13,0,23,3,8,0,0,3,3,3,1,3,11
939,41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Female,4,Manager,Single,137260,3,12,0,21,6,2,0,2,4,3,3,4,3,8
940,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Sales Representative,Single,47770,1,18,1,2,3,2,0,2,4,1,3,3,3,8
941,33,No,Non-Travel,Research & Development,18,2,Medical,Female,2,Healthcare Representative,Divorced,63850,1,13,0,7,6,6,1,2,3,4,3,2,3,12
942,36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,3,Sales Executive,Married,199730,6,12,0,10,2,3,0,2,1,3,2,3,3,21
943,44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Female,3,Healthcare Representative,Divorced,68610,4,12,0,8,2,2,2,2,3,4,3,2,3,16
944,23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,Female,3,Laboratory Technician,Single,49690,1,12,0,5,3,5,1,2,4,3,3,3,3,9
945,38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,1,Sales Executive,Married,198450,7,11,1,7,3,0,0,0,4,3,2,3,3,10
946,53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Research Director,Married,133200,3,11,0,11,2,4,1,2,2,4,3,3,3,15
947,48,Yes,Travel_Frequently,Sales,10,2,Marketing,Male,1,Healthcare Representative,Married,63470,2,12,1,19,3,9,7,7,4,3,3,1,3,12
948,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Research Scientist,Single,27430,1,19,1,1,2,1,0,0,4,2,3,3,3,8
949,26,No,Non-Travel,Research & Development,18,2,Medical,Male,1,Human Resources,Single,108800,1,23,1,7,5,7,5,7,4,4,3,3,4,4
950,55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,5,Laboratory Technician,Divorced,23420,5,11,2,8,2,4,1,2,1,2,3,3,3,3
951,34,No,Travel_Rarely,Sales,28,3,Life Sciences,Female,2,Research Scientist,Married,176500,1,19,1,15,6,15,4,13,2,4,4,1,3,17
952,60,No,Travel_Rarely,Sales,17,4,Medical,Male,1,Manager,Divorced,40250,3,13,1,19,5,1,0,0,3,4,4,2,3,16
953,33,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Manager,Married,97250,1,11,0,14,0,14,2,13,2,2,3,3,3,18
954,37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,1,Laboratory Technician,Divorced,119040,1,12,1,6,4,6,1,3,3,4,2,3,3,6
955,34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Healthcare Representative,Married,21770,1,13,0,10,5,10,8,7,2,4,3,3,3,17
956,23,Yes,Travel_Rarely,Research & Development,12,2,Medical,Male,2,Research Scientist,Divorced,75250,1,14,2,3,2,3,0,2,3,4,3,3,3,4
957,44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,Male,1,Research Scientist,Married,48340,1,14,0,9,1,8,6,7,3,4,3,4,3,10
958,35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Male,3,Sales Executive,Single,20420,0,16,0,6,2,5,1,4,1,4,4,3,3,16
959,43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,Male,2,Sales Executive,Married,22200,1,11,0,10,2,10,8,8,4,4,3,1,3,9
960,24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,3,Sales Executive,Married,10520,1,13,0,5,3,5,0,4,3,3,3,3,3,10
961,41,No,Travel_Rarely,Sales,6,4,Marketing,Male,1,Research Scientist,Single,28210,1,17,0,10,3,10,8,7,4,3,3,3,3,18
962,29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,192370,9,11,1,9,2,5,1,2,4,3,3,3,3,18
963,36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,3,Research Scientist,Single,41070,3,11,1,17,2,13,6,7,3,4,2,1,3,18
964,45,No,Non-Travel,Sales,2,3,Life Sciences,Female,2,Manufacturing Director,Married,83960,3,15,2,25,3,23,14,4,3,3,2,2,3,12
965,24,Yes,Travel_Rarely,Sales,6,2,Medical,Female,2,Manager,Married,20070,1,12,0,1,2,1,0,0,4,3,3,2,3,12
966,47,Yes,Travel_Frequently,Research & Development,1,3,Medical,Female,2,Sales Executive,Married,196270,7,11,2,25,1,23,14,10,3,3,1,3,3,12
967,26,No,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Sales Executive,Married,106860,1,14,1,3,2,3,0,2,4,3,4,3,3,4
968,45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Research Director,Single,29420,1,22,1,21,4,21,8,6,4,2,3,3,4,22
969,32,No,Travel_Frequently,Sales,1,1,Marketing,Male,2,Laboratory Technician,Married,88580,6,16,1,10,2,5,1,3,1,3,2,3,3,23
970,31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,Male,1,Sales Executive,Married,167560,1,11,2,6,5,5,0,3,2,3,4,3,3,21
971,41,No,Non-Travel,Sales,2,2,Medical,Male,2,Research Scientist,Married,107980,6,14,2,10,5,3,1,2,3,2,3,1,3,18
972,40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,Male,1,Healthcare Representative,Married,23230,2,16,1,18,2,1,0,0,2,1,3,3,3,12
973,24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Divorced,14160,1,15,1,6,3,6,1,2,2,1,4,2,3,17
974,46,No,Travel_Rarely,Research & Development,6,3,Medical,Male,4,Sales Executive,Single,46150,6,12,0,19,3,10,0,9,3,2,3,2,3,5
975,35,No,Travel_Rarely,Sales,8,4,Life Sciences,Male,1,Laboratory Technician,Married,24610,2,20,1,17,4,7,0,7,4,3,3,3,4,23
976,30,No,Travel_Rarely,Sales,9,4,Marketing,Male,1,Laboratory Technician,Married,87220,1,17,1,10,3,10,0,8,2,4,2,3,3,20
977,47,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Sales Executive,Married,39550,7,12,1,4,5,1,0,0,3,2,1,3,3,14
978,46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,3,Sales Executive,Divorced,99570,4,20,0,13,1,10,0,3,3,4,2,3,4,18
979,36,Yes,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Manufacturing Director,Divorced,33760,5,20,0,16,3,2,2,2,2,1,3,3,4,10
980,32,Yes,Travel_Rarely,Research & Development,26,3,Medical,Female,2,Research Director,Single,88230,6,13,2,10,3,0,0,0,1,2,3,3,3,7
981,23,No,Travel_Rarely,Sales,6,4,Life Sciences,Male,3,Manufacturing Director,Single,103220,1,14,2,3,2,3,1,2,3,2,1,3,3,14
982,31,No,Travel_Frequently,Sales,3,3,Marketing,Male,2,Sales Executive,Single,46210,2,18,1,9,3,5,1,4,4,4,2,3,3,11
983,39,No,Non-Travel,Research & Development,3,3,Life Sciences,Female,2,Manufacturing Director,Married,109760,1,11,0,9,3,9,5,8,4,4,3,2,3,2
984,32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,1,Research Scientist,Married,36600,3,11,2,10,0,4,0,2,4,3,1,2,3,4
985,40,No,Travel_Rarely,Sales,6,3,Life Sciences,Male,3,Manufacturing Director,Single,104820,1,11,1,21,6,21,12,8,2,2,2,2,3,6
986,45,No,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Sales Representative,Married,71190,4,15,0,9,2,5,0,3,3,3,4,3,3,9
987,30,No,Travel_Frequently,Sales,9,3,Life Sciences,Male,1,Research Director,Single,95820,0,12,1,10,2,9,0,7,4,1,3,3,3,12
988,24,No,Travel_Frequently,Sales,3,4,Marketing,Male,1,Sales Executive,Married,45080,0,11,1,3,5,2,2,1,1,4,NA,3,3,14
989,30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Human Resources,Divorced,22070,6,14,0,6,4,4,1,2,3,4,2,3,3,19
990,31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Laboratory Technician,Married,77560,1,15,2,6,3,5,0,2,1,3,3,4,3,19
991,27,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,1,Manager,Single,66940,1,13,1,6,2,6,1,4,3,4,2,2,3,20
992,29,Yes,Travel_Rarely,Sales,4,3,Marketing,Male,5,Research Scientist,Single,36910,1,13,0,2,3,2,2,2,2,2,3,3,3,20
993,29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,1,Sales Executive,Single,23770,8,21,1,10,2,3,0,2,4,3,4,3,4,9
994,30,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Sales Executive,Divorced,23130,2,11,0,12,5,7,1,7,3,1,3,3,3,18
995,34,No,Travel_Rarely,Research & Development,1,2,Medical,Female,2,Healthcare Representative,Married,176650,0,11,0,6,5,5,1,2,4,4,3,2,3,12
996,33,No,Non-Travel,Research & Development,2,4,Medical,Male,1,Sales Representative,Single,25960,8,14,1,13,4,11,1,7,4,2,2,3,3,21
997,49,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Single,47280,3,11,1,8,4,5,0,4,4,4,4,3,3,3
998,33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Executive,Single,43020,2,13,0,11,3,0,0,0,1,1,2,1,3,21
999,38,No,Travel_Frequently,Research & Development,28,3,Medical,Male,1,Healthcare Representative,Married,29790,4,12,1,9,3,6,0,5,3,2,2,3,3,4
1000,31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,Male,2,Laboratory Technician,Married,168850,2,14,2,10,2,1,0,0,1,3,3,3,3,7
1001,29,No,Travel_Rarely,Research & Development,3,4,Other,Female,2,Sales Representative,Divorced,55930,1,13,1,1,3,1,0,0,4,1,3,3,3,23
1002,30,No,Travel_Rarely,Research & Development,2,1,Medical,Male,1,Sales Representative,Married,104450,3,18,1,10,3,7,1,7,3,3,3,3,3,10
1003,32,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Single,87400,2,11,1,12,2,7,0,7,2,2,3,3,3,21
1004,38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,Female,1,Manufacturing Director,Married,25140,3,11,0,15,2,1,1,0,2,4,3,2,3,14
1005,43,Yes,Travel_Frequently,Research & Development,1,4,Other,Male,3,Sales Executive,Married,76550,9,12,1,6,3,1,0,0,3,3,3,3,3,9
1006,42,No,Travel_Rarely,Human Resources,1,3,Other,Female,1,Healthcare Representative,Divorced,174650,8,13,1,7,3,5,0,4,2,2,2,3,3,15
1007,55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,1,Sales Executive,Married,73510,8,20,1,34,3,1,0,0,3,1,3,3,4,17
1008,33,No,Non-Travel,Research & Development,14,3,Other,Male,1,Research Scientist,Divorced,108200,5,12,0,11,2,9,1,7,4,2,2,3,3,17
1009,41,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Sales Representative,Divorced,121690,1,19,0,5,2,5,0,4,3,1,3,3,3,10
1010,34,No,Non-Travel,Research & Development,7,4,Medical,Female,1,Research Scientist,Divorced,196260,1,21,0,15,5,15,0,7,4,3,3,2,4,10
1011,53,No,Non-Travel,Research & Development,10,4,Medical,Male,2,Healthcare Representative,Married,20700,4,13,2,27,2,3,0,2,1,3,2,4,3,17
1012,43,No,Travel_Rarely,Sales,16,2,Marketing,Female,1,Laboratory Technician,Single,67820,0,16,1,10,2,9,1,8,2,4,3,3,3,15
1013,34,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,5,Sales Executive,Single,77790,5,12,1,6,2,2,2,2,4,4,3,3,3,5
1014,21,Yes,Travel_Rarely,Sales,1,2,Marketing,Male,5,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,2,2,3,4,3,14
1015,38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Sales Executive,Married,32010,1,11,1,5,3,5,0,4,4,3,3,2,3,13
1016,22,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,3,1,3,3,3,6
1017,31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,5,Sales Executive,Married,131200,1,12,2,13,6,12,5,7,1,4,3,2,3,17
1018,51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Manager,Married,40330,2,14,0,15,2,2,2,2,1,3,3,3,3,12
1019,37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Sales Executive,Married,32910,1,16,3,5,2,5,0,3,2,2,3,2,3,7
1020,46,No,Travel_Rarely,Sales,3,4,Marketing,Female,1,Sales Representative,Divorced,42720,7,13,0,24,3,2,2,2,3,4,3,4,3,4
1021,36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7,12,0,15,2,12,5,7,4,1,3,2,3,9
1022,44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1,12,0,6,2,5,2,3,3,2,2,4,3,19
1023,37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2,14,0,19,2,10,4,7,3,2,2,3,3,21
1024,35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Research Scientist,Single,19040,1,22,1,10,4,10,7,7,3,4,3,3,4,20
1025,33,No,Travel_Rarely,Research & Development,8,5,Medical,Male,2,Laboratory Technician,Married,82240,6,19,0,14,3,10,7,6,4,1,3,3,3,4
1026,28,No,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1,12,0,5,3,5,0,3,3,4,4,3,3,20
1027,39,No,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7,12,0,9,2,4,2,2,3,3,3,2,3,10
1028,46,No,Non-Travel,Research & Development,9,2,Life Sciences,Male,2,Manufacturing Director,Single,57310,8,17,0,6,2,2,2,2,2,2,3,3,3,6
1029,40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4,12,1,7,3,4,0,2,3,1,2,3,3,19
1030,42,No,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5,11,0,10,2,0,0,0,2,1,2,3,3,18
1031,35,No,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2,18,3,15,3,7,1,7,2,4,3,3,3,12
1032,38,No,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5,11,0,13,3,11,3,8,1,2,3,3,3,5
1033,34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4,23,2,11,2,7,0,7,4,1,2,4,4,19
1034,37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1,11,1,10,5,10,0,8,4,1,1,3,3,6
1035,39,No,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2,18,1,7,3,2,2,2,3,4,3,2,3,10
1036,43,No,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4,18,0,7,2,3,1,2,1,3,2,3,3,23
1037,41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3,13,1,11,2,3,1,2,2,2,1,1,3,14
1038,41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0,18,0,23,2,22,13,5,3,3,4,2,3,5
1039,30,No,Travel_Rarely,Sales,26,3,Marketing,Female,2,Manager,Single,44200,9,11,0,9,3,7,0,2,1,3,3,3,3,8
1040,26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0,15,2,6,3,5,1,4,4,2,3,2,3,19
1041,46,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4,11,1,13,2,9,3,7,4,2,4,3,3,4
1042,40,No,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4,18,0,12,3,5,0,3,3,4,3,3,3,16
1043,34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1,14,0,10,5,10,4,8,2,3,3,2,3,17
1044,58,No,Non-Travel,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,23760,4,12,1,37,3,16,14,14,2,2,2,3,3,6
1045,35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0,14,0,6,3,5,0,3,2,3,4,2,3,21
1046,47,No,Travel_Rarely,Research & Development,19,5,Medical,Female,2,Research Scientist,Divorced,28270,8,14,1,28,3,22,14,10,3,2,3,3,3,14
1047,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,199430,2,13,1,15,3,7,7,7,2,1,3,3,3,12
1048,54,No,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4,14,0,14,3,7,1,7,4,4,2,2,3,20
1049,31,No,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2,18,0,9,2,3,2,2,1,1,3,3,3,14
1050,28,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1,15,0,3,6,3,1,2,3,1,3,3,3,19
1051,38,No,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2,13,2,20,3,4,0,3,2,4,2,1,3,11
